userId,movieId,rating,timestamp
32,4,3.5,1674408042
50,4,2,1690967448
20,4,2.5,1648454671
105,4,2,1664209185
120,4,4,1653658144
103,4,3.5,1448988898
52,4,4.5,1484600665
80,4,4.5,1655440575
30,4,4.5,1508245935
72,4,3,1466614355
65,4,3.5,1567262719
24,4,3.5,1482476388
67,5,2,1631739054
79,5,2.5,1660173091
85,5,3.5,1609980610
17,5,2.5,1677892260
93,5,5,1623374140
59,5,5,1474879893
20,5,4,1506507067
62,5,5,1701839105
89,5,3.5,1466305690
110,5,4,1511665626
41,5,2,1687958137
29,5,2,1461741673
104,5,2,1493132242
107,5,3.5,1716707902
50,5,5,1690655651
78,5,4.5,1440557182
49,5,2,1585086336
28,5,5,1514284814
5,5,2.5,1447260082
116,5,3,1522102165
84,5,4.5,1430078625
113,5,3,1733583880
95,5,2,1727509596
34,5,3.5,1665555484
7,5,2.5,1472058037
33,5,5,1430190175
96,5,3,1505182472
75,5,4.5,1500655541
8,5,4,1457582816
35,5,3,1463190058
100,5,5,1436958426
4,5,4.5,1679730536
52,5,5,1622712786
111,5,3.5,1561279183
2,5,3,1504406722
91,5,4.5,1448467012
65,5,2,1559165065
14,5,3.5,1462382723
15,6,2,1558894446
62,6,4.5,1513728331
10,6,4.5,1577114780
108,6,4,1700261336
114,6,5,1585647951
116,6,2,1629852587
37,6,3.5,1431399107
24,6,4.5,1464197174
96,6,2,1602716656
79,6,2.5,1631276961
77,6,3.5,1616407599
106,6,5,1688944170
58,6,5,1724023346
54,6,3,1719411155
33,6,4.5,1574205801
89,6,3,1554196448
120,6,4,1672020485
2,6,4,1429277159
84,6,3.5,1458869438
18,6,4.5,1506841975
47,6,4.5,1638140649
60,6,4,1644107854
53,6,2,1517478043
57,6,2.5,1440383414
71,6,3,1606512108
29,6,2.5,1438172315
94,6,2,1470596334
51,6,4,1444840254
109,6,2,1667908121
59,6,3.5,1668918242
113,6,3.5,1473132253
21,6,5,1676331909
22,6,3.5,1708469994
69,6,4,1528649578
99,6,4,1491064695
56,6,2.5,1455781108
19,6,2.5,1535127802
28,6,3.5,1444981441
27,6,4.5,1438632485
6,6,2.5,1568562479
40,6,3.5,1544853137
112,6,3,1702141369
87,6,5,1605799524
78,6,2,1640934009
16,7,4,1513030195
18,7,2,1563112338
117,7,5,1529127501
106,7,4,1559759940
94,7,4.5,1609894330
7,7,2,1628800858
68,7,3,1669213603
90,7,2,1537213877
67,7,3.5,1679982908
75,7,3,1647165423
81,7,2.5,1590191151
27,7,5,1726794616
114,7,5,1692438779
83,7,4.5,1553300188
32,7,3.5,1494879013
33,7,4.5,1468494128
64,7,5,1545125518
25,7,4.5,1619893742
36,7,3,1685877622
38,7,5,1592534536
55,7,3,1623806827
9,7,4,1701359967
98,7,3,1708462854
71,7,3.5,1589589296
20,7,5,1421955972
60,7,4.5,1596551757
109,7,2.5,1571041438
87,7,3.5,1575723216
59,7,3.5,1720879405
120,7,3.5,1484881032
119,7,3,1480862505
113,7,2,1645760517
69,7,2,1496751262
14,7,4,1452552907
41,7,4.5,1548517506
91,7,3.5,1612163431
46,7,2,1519256789
116,7,3.5,1645109822
88,7,4.5,1628172884
44,7,3.5,1642277198
54,7,2.5,1676085230
93,7,4.5,1473545392
3,7,3,1654120346
40,7,2.5,1659400468
72,7,3,1560905360
17,7,3,1423321810
111,7,5,1604669232
4,7,3,1723258128
1,7,2,1492151859
8,7,3,1675973239
118,7,4,1517688942
75,8,3.5,1578357361
87,8,2.5,1461292089
83,8,2.5,1446671241
6,8,3.5,1518832225
25,8,2.5,1491495833
15,8,2,1657886377
106,8,3,1487401518
98,8,2,1465905021
18,8,2,1611820457
103,8,2.5,1698431033
74,8,4,1583835872
29,8,2.5,1700914331
54,8,3,1733577693
97,8,4,1480026176
5,8,4,1470913115
11,8,2,1475116432
51,8,2.5,1557106922
99,8,3,1657248499
86,8,4.5,1542560811
117,8,4.5,1535460010
41,8,4.5,1671257938
10,8,3,1725175180
82,8,2,1519098123
13,8,2.5,1490708027
39,8,2.5,1569487350
17,8,4,1624861817
24,8,4.5,1515334940
109,8,4,1722129697
44,8,3.5,1735040217
12,8,5,1668314653
100,8,2.5,1568622822
63,8,4,1502370885
58,9,2.5,1635981691
38,9,2.5,1708743178
29,9,5,1633602369
82,9,2,1730292201
17,9,2,1629178803
64,9,4,1600391227
66,9,2.5,1657611967
80,9,2,1582460530
48,9,3,1650624380
70,9,4.5,1562614281
108,9,5,1692683235
35,9,3.5,1697344241
43,9,3.5,1556654802
62,9,4.5,1421583000
14,9,2.5,1652159232
50,9,2,1474353466
8,9,4.5,1550529156
75,9,3.5,1467858524
112,9,2,1645502822
111,9,3,1685474185
30,9,2.5,1642964422
31,9,5,1630264414
3,9,2.5,1619984142
42,9,4,1594643545
103,9,3,1460182913
102,9,2,1557974482
115,9,2,1663896616
61,9,3,1676184232
16,9,3.5,1724510713
57,9,3.5,1468263293
12,9,3.5,1582891844
45,9,5,1596757963
59,9,4.5,1563689846
2,9,3,1657793653
78,9,4.5,1686291482
91,9,4.5,1524047106
63,9,5,1530988323
13,9,4,1528918726
81,10,5,1647253080
25,10,4.5,1544601113
64,10,3,1712408218
100,10,4,1504769664
93,10,2.5,1534041660
1,10,3,1525649700
109,10,3.5,1504739861
38,10,4,1683262032
50,10,5,1589226456
97,10,2.5,1581124279
15,10,4,1520757559
45,10,2.5,1551223043
57,10,5,1466548144
35,10,3.5,1513143628
106,10,2,1722855253
2,10,5,1725021396
105,10,2,1612903965
111,10,2.5,1641632411
90,10,2,1461105782
19,10,3.5,1577089895
88,10,4.5,1697351265
21,10,4,1700892758
32,10,4,1559431961
87,10,2.5,1709032866
116,10,2.5,1694380220
70,10,3.5,1621594779
23,10,2,1466296068
26,10,4,1706596722
98,10,5,1426631794
66,10,5,1588821956
101,10,3,1512529628
61,10,3,1473972305
68,10,3.5,1606503126
104,10,4.5,1477915854
63,10,3,1630073270
82,10,5,1430307632
43,10,2.5,1474378705
20,10,4,1498694087
80,10,4,1457973118
30,10,3.5,1566409034
74,10,5,1612735627
10,10,4,1570477120
36,10,2,1536186976
34,10,4.5,1605506286
85,10,5,1562160349
92,10,2.5,1717303678
42,10,3,1568392313
14,10,2.5,1545765985
78,10,2.5,1438528687
8,10,4,1681019240
11,10,5,1714447333
47,10,2,1564803509
112,10,4.5,1628548249
86,10,2,1566658082
103,10,2.5,1477098808
18,10,2.5,1442545969
62,10,3.5,1542935841
113,10,2,1632255130
115,10,3,1427686185
91,10,5,1446754128
108,11,2,1640227884
85,11,3,1691993815
87,11,4.5,1629339766
86,11,2.5,1598621075
83,11,3.5,1724107445
62,11,4,1621153090
8,11,2,1565388393
17,11,5,1725188519
44,11,3,1489348834
74,11,2.5,1495024654
65,11,4,1592071180
72,11,3,1727692514
114,11,4,1629426952
10,11,5,1569380791
82,11,3,1613176937
111,11,2.5,1697642374
22,11,2.5,1449534171
89,11,3.5,1720918755
78,11,3,1641837261
26,11,5,1507940124
96,11,3.5,1512366308
51,11,4.5,1473809797
70,11,4,1566503654
4,11,4,1445174941
88,11,4,1721310123
55,11,5,1571479579
118,11,2,1706423164
101,11,5,1578350189
59,11,5,1427777318
87,12,2,1622180581
83,12,4,1589800248
103,12,2.5,1679059261
119,12,2,1613006659
60,12,5,1515366730
37,12,3,1597333705
56,12,4,1674993665
28,12,3,1721318125
65,12,3,1672584762
112,12,5,1670494926
51,12,3,1574866323
44,12,3,1546139652
100,12,5,1589789304
42,12,4,1735455300
22,12,3,1555639242
24,12,4,1517946745
118,12,3.5,1644779567
105,12,4.5,1463439747
45,12,2,1663334499
20,12,4.5,1621602793
39,12,4.5,1498316435
59,12,4,1615537803
5,12,4,1731158235
120,12,3.5,1560126493
61,12,3,1584384474
34,12,4.5,1425988638
74,12,4,1733873122
113,12,2,1622248406
12,12,5,1486435733
93,12,2.5,1573639539
84,12,3,1464159785
70,12,3.5,1430002083
80,12,3.5,1443134717
69,12,4.5,1538292851
117,12,4.5,1450410176
43,12,2.5,1503308229
38,12,3.5,1691250432
47,12,4.5,1665410030
104,13,2,1649035349
58,13,4.5,1446556093
78,13,4.5,1532484702
115,13,4,1703948524
112,13,3.5,1543741605
69,13,3.5,1671379820
45,13,2.5,1531898927
28,13,5,1601938716
27,13,4,1548146591
92,13,4,1507921755
7,13,5,1601289798
74,13,2,1428370122
108,13,3,1428286203
40,13,3.5,1457423049
17,13,4.5,1718381917
44,13,2.5,1540018303
64,13,2.5,1596359173
56,13,4.5,1715553136
116,13,5,1493516628
113,13,3.5,1579911541
76,13,4,1670095806
38,13,4,1728216217
3,13,4.5,1556045393
75,13,5,1621050972
33,13,2,1537401806
23,13,2.5,1640554053
63,13,2.5,1437893430
29,13,3.5,1587575209
53,13,3,1724011703
31,13,2.5,1533852283
97,13,3.5,1609463215
36,13,2.5,1421900081
81,13,4,1574118812
106,13,4.5,1428395500
2,13,3.5,1545565043
77,13,4,1473158377
67,13,2.5,1563953490
21,13,2.5,1625014402
93,13,4,1702334608
46,13,5,1728340733
120,13,2.5,1577712700
96,13,4.5,1700377348
16,13,3,1560147864
72,13,4,1535085669
22,13,3,1611138139
61,13,4,1660630391
109,13,2.5,1617215668
5,13,3,1525332194
86,13,2.5,1546658663
118,13,4,1499128399
34,13,4,1511932710
102,13,2,1697831087
105,13,2,1425673032
14,13,3.5,1698902999
70,13,4.5,1555532610
111,13,3.5,1507578299
59,13,2.5,1633384561
94,13,3,1556754198
83,13,4.5,1650693850
107,13,3.5,1557981416
12,13,4.5,1696313456
69,14,2,1546924085
73,14,2.5,1646672433
30,14,4,1571832589
81,14,2,1504119412
8,14,4,1513626465
54,14,4,1518609501
48,14,3,1599315912
26,14,2.5,1518127909
18,14,2,1717294664
109,14,2.5,1576575385
41,14,3,1655229774
72,14,2.5,1594898264
68,14,3.5,1705516232
116,14,4,1676926354
105,14,4.5,1597144728
11,14,5,1669570753
22,14,4,1724760138
36,14,4,1564166868
12,14,3,1549888147
90,14,4.5,1460446167
61,14,4.5,1499781586
93,14,3.5,1667761548
39,14,4,1663862799
79,14,5,1649451156
119,14,5,1709537969
14,14,3.5,1478482906
59,14,3.5,1544873783
115,14,3,1495365995
49,14,2,1519538036
57,14,3.5,1560060535
58,14,4,1591973745
20,14,3.5,1452428007
45,14,4,1497754179
46,14,4,1572556812
99,14,5,1689258633
55,14,3.5,1576248319
88,14,2,1706342115
80,14,4,1426769918
62,14,2,1635524076
89,15,2,1662581922
39,15,3,1618991498
7,15,4,1459036954
120,15,4,1673459050
62,15,3,1599840020
61,15,2.5,1616067341
4,15,4.5,1434615593
14,15,2,1429017975
84,15,2.5,1683416522
47,15,4.5,1637362105
21,15,3,1660191350
98,15,5,1682866997
41,15,2.5,1645854721
117,15,2,1591330697
82,15,3,1614755689
55,15,2,1711440983
36,15,3,1608633155
26,15,2,1540824352
43,15,4.5,1481334907
104,15,4,1587171987
57,15,3.5,1590141626
56,15,3,1506214516
45,15,4.5,1713148034
27,15,3.5,1448272779
83,15,4,1565707772
86,15,4.5,1524855098
101,15,3,1647705971
28,15,4.5,1422125724
59,15,5,1623350808
34,15,2.5,1682255346
65,15,3,1557536614
30,15,2,1537100263
112,15,3,1530921508
118,15,3.5,1695612077
68,15,2,1707955773
25,15,4.5,1450204302
119,15,2,1653113579
95,15,3,1653933264
11,15,5,1449693086
24,15,2.5,1512188136
88,15,4,1644570785
62,16,2,1735182948
49,16,2,1496296157
8,16,3,1432109779
11,16,2.5,1424839427
75,16,2.5,1596077176
1,16,3,1427752601
18,16,2.5,1733194657
71,16,4,1474424511
96,16,3.5,1474464884
12,16,4.5,1712140259
7,16,4.5,1668750658
33,16,4,1682962438
36,16,2,1558592843
68,16,2.5,1550856556
31,16,5,1537579718
47,16,3.5,1561812995
60,16,2,1649014674
21,16,3,1720309661
40,16,4,1548066537
81,16,4.5,1527575185
50,16,4.5,1649650670
46,16,4.5,1680904373
105,16,4.5,1508062513
86,16,5,1464262530
5,16,4.5,1490590554
101,16,3.5,1600907947
93,16,2,1523517768
82,16,2.5,1619511311
102,16,3,1536410995
61,16,3,1733291236
103,16,4,1685511659
80,16,4,1498679662
54,16,2,1614796256
44,16,4.5,1533252392
88,16,3,1567929330
58,16,3,1571967230
22,16,2,1547080275
24,16,5,1667635518
77,16,2.5,1568056993
70,16,2.5,1671425609
16,16,2,1589049502
27,16,2.5,1717093320
115,16,3.5,1457885913
35,16,4,1453456864
29,16,4,1642417791
20,16,4.5,1501451562
15,16,2.5,1632907386
99,16,4.5,1430857620
92,16,2.5,1515593092
32,16,4,1547057487
42,16,5,1511409994
56,16,4.5,1680960028
98,16,5,1579581836
108,16,3,1459310936
53,16,4,1440005731
110,16,4,1624635630
14,16,4,1556109149
76,16,3.5,1662188277
95,16,3.5,1598621255
41,16,2,1627258262
74,16,4.5,1428771911
83,16,5,1444399355
64,16,4,1561456098
118,16,2.5,1679092321
106,16,2.5,1446323767
19,16,3,1491658862
107,16,4,1444398266
67,16,2,1679365145
52,16,2.5,1669570619
63,16,3,1534256999
13,16,4.5,1592685939
117,16,2.5,1649297932
34,16,3,1701190724
85,16,4,1700593329
69,17,4.5,1686499748
81,17,2.5,1735080112
5,17,3,1591021711
72,17,5,1650906905
92,17,5,1597167148
115,17,2.5,1495254142
47,17,2,1484855833
90,17,2,1524472174
30,17,5,1486286108
76,17,2,1556112349
44,17,3.5,1649050286
24,17,2.5,1607822715
29,17,4,1724776236
63,17,2,1720029821
8,17,4.5,1631522064
105,17,3,1535896883
113,17,3,1733962513
59,17,2.5,1714257931
77,17,4.5,1624285059
71,17,2.5,1687809103
40,17,4,1632770446
79,17,2,1438142924
52,17,3,1705795293
7,17,3.5,1540651986
61,17,4.5,1471987785
22,17,3,1442982233
49,17,4.5,1656302218
4,17,4,1527804928
35,17,3.5,1478753286
111,17,4.5,1609084498
68,17,5,1614178135
15,17,4.5,1590641552
10,17,2,1457543000
48,17,5,1481654746
37,17,2.5,1691789885
36,17,2,1480537246
50,17,2.5,1580715687
107,17,4,1683136910
86,17,4,1723248432
16,17,2.5,1640838574
51,17,5,1529543949
100,17,4,1536904358
80,17,3.5,1685465257
32,17,3,1665588879
53,17,5,1683784241
46,17,5,1734705771
97,17,3.5,1442680954
66,17,3.5,1588073515
13,17,3,1532881003
1,17,5,1537278904
43,17,4,1534496087
96,17,2.5,1582844728
39,17,5,1527056513
9,17,2.5,1632225309
102,17,3.5,1597715589
73,17,5,1439540702
33,17,2.5,1523734601
60,17,3,1462257441
34,17,5,1496432175
94,17,5,1526533916
57,17,4.5,1478032255
78,17,5,1623298664
103,17,3.5,1568254215
31,17,2,1561563973
42,17,3,1677291898
56,17,2.5,1465299184
23,17,2,1487535814
84,17,3,1685056726
55,17,2,1557184373
117,17,3.5,1469247507
119,17,3.5,1586755934
89,17,2.5,1530806894
83,17,5,1548134789
54,17,2,1576432092
26,17,4.5,1728723860
95,17,3,1571543859
74,17,3.5,1499006873
118,17,4,1666460621
6,17,3,1448815215
104,18,2,1694938833
88,18,2.5,1570018394
79,18,2.5,1430111986
51,18,2,1678745574
85,18,2,1569590320
101,18,4,1459886202
3,18,3.5,1706944208
71,18,3,1684614420
38,18,3.5,1439415575
113,18,5,1536266915
67,18,4,1695801629
87,18,5,1449607492
111,18,2,1630887430
59,18,4,1485840035
12,18,4.5,1533395900
11,18,4,1543935463
91,18,4,1659743210
83,18,5,1611731504
16,18,2,1454712439
40,18,4.5,1612112638
3,19,5,1489334262
94,19,4.5,1578015526
63,19,3.5,1639325152
100,19,3.5,1502554125
2,19,3,1502657683
120,19,4,1566350862
97,19,4,1523395810
70,19,2.5,1493238534
9,19,2.5,1501598626
50,19,4.5,1421350296
105,19,4.5,1622183238
114,19,5,1668325778
37,19,3,1718428177
108,19,2,1654896277
48,19,2.5,1421269446
52,19,4,1434757214
16,19,4,1539035206
38,19,3.5,1730638852
56,19,3,1578488454
42,19,2,1684941460
15,19,3.5,1658677706
27,19,2.5,1528978774
64,19,2,1639247044
31,19,3,1430269070
7,20,3,1564859297
105,20,4.5,1544108926
37,20,4.5,1631679508
107,20,5,1479800523
82,20,4.5,1572048655
113,20,2.5,1599704415
103,20,3,1466955882
44,20,3.5,1615653482
31,20,2,1572632021
87,20,5,1482470438
43,20,4.5,1600048731
102,20,3.5,1516580483
76,20,2.5,1426359368
112,20,2.5,1601933110
54,20,5,1462486051
23,20,3.5,1698750250
32,20,3.5,1429728840
92,20,4,1641930488
111,20,4,1515013500
52,20,2,1600344599
69,20,3.5,1657676013
19,20,4,1469574708
114,20,5,1445557685
101,20,3.5,1693583636
120,20,3,1704345089
10,20,3,1676685994
81,20,4,1693832434
85,20,2,1675240464
55,20,2,1468149153
45,20,3,1533465014
15,20,5,1545095710
39,20,2,1672756484
117,20,3.5,1666917039
38,20,3.5,1696730561
62,20,4,1701693967
93,20,5,1543661232
3,20,4,1686726485
96,20,3.5,1706524239
60,20,2,1693556029
118,20,3.5,1590771240
21,20,4.5,1659463528
13,20,2,1573006859
75,20,3.5,1578968407
65,20,2.5,1519649326
80,20,4.5,1556123905
74,20,2,1563086294
95,20,2,1711233824
109,20,2.5,1686844708
27,20,5,1441980504
79,20,2,1646946604
34,20,3.5,1664371493
1,20,5,1515640897
86,20,4,1728606042
42,20,5,1726106920
58,20,4,1583863702
40,20,3.5,1682082325
104,20,3.5,1578568770
53,20,3.5,1517259432
5,20,4,1424456719
97,20,2,1675117540
48,20,2.5,1735446409
2,20,5,1704931862
24,20,3.5,1722722949
51,20,2.5,1684104123
119,20,4.5,1429966016
73,20,2,1632989696
6,20,4,1519934023
29,20,4,1609245310
89,20,3.5,1628030391
41,20,3,1566985909
16,20,4.5,1541576424
17,20,4,1506297629
70,20,2.5,1666044562
12,20,2.5,1530087539
35,20,4,1505121975
67,20,3.5,1704825035
59,20,3.5,1526761028
91,20,2.5,1623543508
66,20,4.5,1564410596
50,21,4.5,1531528720
26,21,4.5,1586919786
38,21,4,1725616980
18,21,4,1631247509
105,21,5,1633840135
16,21,4.5,1604928038
17,21,2.5,1678860714
82,21,2,1485956476
28,21,5,1569881069
84,21,3.5,1695665182
10,21,2.5,1720966737
69,21,4.5,1707782191
34,21,2.5,1698234026
104,21,2.5,1493243074
78,21,5,1714335041
31,21,5,1478713441
66,21,4.5,1453549481
71,21,3,1514540149
101,21,3,1688281952
57,21,2.5,1458484273
103,21,5,1694881614
46,21,2,1642548717
88,21,4,1459426580
32,21,3.5,1508196652
119,21,4,1515585502
8,21,2,1507075849
44,21,3.5,1541433856
97,21,5,1703854610
60,21,2,1569039310
2,21,3.5,1420086859
24,21,3.5,1551806993
73,21,2.5,1533684741
30,21,3.5,1569595842
93,21,5,1602809013
5,22,4,1588157721
82,22,3,1535566619
106,22,5,1497073335
99,22,4.5,1492148219
29,22,2.5,1486778305
86,22,3.5,1601267313
72,22,4,1619578282
112,22,5,1541829566
84,22,3,1477127548
114,22,2,1627760990
81,22,3,1432269251
71,22,3,1617817539
88,22,3,1554670197
62,22,4,1539089580
115,22,3,1619826936
104,22,2.5,1488176773
23,22,3,1593450696
87,22,3,1509266111
103,22,3,1479029255
1,22,2.5,1588648907
45,22,5,1509021669
3,22,3,1505954777
101,22,4.5,1708149545
58,22,4.5,1436827281
17,22,4.5,1627222167
69,22,4,1596204515
64,22,5,1622002087
61,22,4.5,1676884296
12,22,2.5,1684107785
40,22,3,1619178333
52,22,5,1445136159
32,22,5,1664004429
78,22,4.5,1664867351
111,22,5,1594696739
25,22,2.5,1421215309
6,22,2,1529516622
55,22,2,1695368335
18,22,2.5,1631459334
9,22,3.5,1632988177
16,22,2,1578889166
28,22,3.5,1665604058
113,22,4,1598497130
14,22,3.5,1427829145
68,22,5,1541110625
22,22,2.5,1704769284
31,22,3,1731557875
32,23,4.5,1485013639
49,23,3,1526193994
63,23,2,1429383343
45,23,5,1558190431
73,23,3,1494673218
22,23,5,1439355880
20,23,4,1493087090
25,23,3,1448446751
53,23,4,1669602839
8,23,4.5,1518252512
9,23,2.5,1721546413
77,23,5,1588585573
86,23,4,1483653365
69,23,4.5,1541815679
110,23,4,1714321085
29,23,3,1688393980
40,23,4.5,1689673498
75,23,4.5,1631286542
36,23,2.5,1577886262
104,23,3.5,1604121892
24,23,4.5,1538889397
107,23,2,1441088214
65,23,4,1716984462
52,23,2.5,1678436942
12,23,3,1551868062
61,23,4,1600548794
84,23,4.5,1487834704
30,23,3,1721712396
16,23,4.5,1613167721
120,23,3,1729807732
14,23,3.5,1637158240
93,23,4.5,1666357450
81,23,3,1534389176
1,23,5,1491544752
92,23,3.5,1449787299
13,23,2.5,1666211737
23,23,5,1670503664
3,23,5,1456194365
42,23,3,1651520809
54,23,5,1437910312
101,23,4.5,1716031575
60,23,3,1505489574
118,23,3.5,1726703752
98,23,3.5,1506943623
31,23,5,1469006808
19,23,4.5,1671650763
100,23,3,1483840363
97,23,4,1524973466
41,23,3,1698078880
18,23,3.5,1554505760
47,23,2,1650901187
62,23,2,1427746775
11,23,2,1536047017
117,23,3.5,1630651394
17,23,2.5,1614440221
102,23,4,1580281248
71,23,2,1647411523
115,23,3.5,1634016231
105,23,5,1667619234
56,23,3.5,1490404109
34,23,3,1707451534
7,23,4,1687382437
39,23,3,1685728253
96,23,5,1508472823
91,23,2.5,1508951245
89,23,2.5,1663179460
111,23,5,1435120167
116,23,4,1624305149
76,23,2.5,1593487231
114,23,4,1533991346
57,23,5,1537638952
95,23,3,1424168403
80,23,3,1439905621
21,23,3.5,1583887351
58,23,5,1493766181
8,24,5,1572603941
29,24,2.5,1492949329
19,24,2.5,1628753764
20,24,5,1477927875
108,24,2.5,1490182812
38,24,5,1456745213
74,24,3,1626236068
104,24,4.5,1543466807
14,24,5,1603418997
35,24,4,1485676300
90,24,2,1527347047
88,24,3,1550351759
4,24,4.5,1505922485
86,24,4,1581487451
68,24,3,1466181566
106,24,3,1579301175
85,24,3.5,1484888280
50,24,5,1681092179
115,24,3.5,1567330709
105,24,2.5,1484679140
22,24,4,1590501509
47,24,2.5,1426294922
13,24,4,1458015154
71,24,2,1554537774
59,24,2,1469715868
40,24,4,1506857135
97,24,2,1501348418
72,24,2.5,1431973592
34,24,4.5,1656952654
32,24,2.5,1734759828
17,24,3.5,1471706202
116,24,4.5,1567432843
15,25,5,1492893453
49,25,4.5,1442722861
116,25,2.5,1423952540
83,25,5,1726521219
62,25,5,1475839913
66,25,5,1722203040
86,25,5,1617798791
65,25,2.5,1505331127
18,25,5,1602257612
70,25,3.5,1509454661
107,25,3,1492173886
34,25,3.5,1457340660
75,25,2.5,1671693634
72,25,5,1554638281
114,25,4,1705281976
87,25,5,1681227031
